,tweet,label
34,"['', '', '', '', '', 'encore', 'mec', 'sans', 'cerveau', 'vaccin', 'efficace', 'a', '90', '70mfait', 'l…', '', '', '', '', '', '', 'suedela', 'gestion', 'covid', 'a', 'désastreil…', '']",health
35,"['', '', 'ca', 'tombe', 'bien', '15000', 'soignants', 'duspendus', 'a', 'decidé', 'ca', '', 'pleine', 'pandemie', 'hopitau…', '']",health
36,"['', '', '', '', '', 'doit', 'avoir', 'quiproquo', 'tous', 'a', 'fait', 'daccord', 'a…', '']",health
37,"['', '', '', 'bien', 'bonjour', '']",health
38,"['', 'cnews\ndes', 'service', 'public', 'plus', 'près', '🇨🇵', '\non', 'voit', 'fermeture', 'class', 'décoles', 'lit', 'dh…', '']",health
39,"['', '', '', 'lautaro', 'c’est', 'tout', 'profil', 'coup', 'plus', 'l’aise', 'petits', 'espace…', '']",health
40,"['', '', 'face', 'mr', 'macron', 'mieux', 'défendu', 'idées', 'a', 'manqué', 'mme', 'lepen', 'cette', 'énergie', 'dénoncer…', '']",health
41,"['', '', 'joubliais', 'bombardement', 'écoles', 'hôpitaux', 'genre', 'crime', 'contre', 'lhumanité', 'si', 'ça', 'nen', 'n…', '']",health
42,"['', '', 'pourriture', 'fermé', 'petits', 'hôpitaux', 'maternité', '', 'service', 'suppression', 'lit', 'ne', 'crédible', 'saloperie']",health
43,"['', '', '', 'oui', 'bon', 'content', 'davoir', 'écoles', 'go', 'hôpitaux', 'routes…', '']",health
44,"['', 'fière', 'mêtre', 'fait', 'vacciner', '', 'pseudo', 'vaccin', 'inneficace', 'dangereux', 'loeuvre', 'mckingseygate', '…', '']",health
45,"['', '', 'projette', 'rien', 'constate', '5', 'an', 'c\n', 'pauvretéinégalité\n', '15', 'dextrêmedroite\n', 'communs…', '']",health
46,"['', 'suisse', 'plus', '1400', 'personnes', 'attente', 'd’un', 'don', 'd’organe', 'certaines', 'mourront', 'avant', 'recevoir', 'le…', '', 'comment', 'repenser', 'soins', 'réduire', 'impact', 'environnemental', '', 'c’est', 'approche', 'nouvelle', 'l’on', 'appelle…', '', 'interview', 'muriel', 'delacquis', 'infirmière', 'l’ems', 'mouilles', 'chargée', 'cours', 'haute', 'école', 'santé', 'genèv…', '', 'maladie', 'mort', 'soins', 'l’implication', 'patient', 'traitement', 'autant', 'd’enjeux', 'éthiques', 'essentiels', 'q…', '', 'population', '5', '10', '', 'personnes', 'proie', 'trouble', 'anxieux', 'hug', 'disposent', 'd’un', 'programme', 's…', '', 'trouble', 'cognitif', 'léger', 'altération', 'capacités', 'telles', 'mémoire', 'sen', 'l’organisation', 'l’atte…', '', '15', 'mai', 'prochain', 'population', 'suisse', 'votera', 'loi', 'transplantation', 'caroline', 'freitas', 'coordinatr…', '']",health
47,"['', '', 'appellent', 'voter', 'contre', 'pen', 'car', 'protègent', 'système', 'assure', 'avantage', 'planqu…', '']",health
48,"['', '', 'plan', 'privatisation', 'santé', '\nil', 'veut', 'continuer', 'tuer', 'système', 'santé', '\nbientôt', 'si', 'pa…', '']",health
49,"['', '', 'fermé', 'hôpitaux', 'class', 'bureau', 'poste', 'etc', '…', 'maintenant', 'voulez', 'faire', 'chemin', 'inverse', '']",health
50,"['', 'vraiment', 'emmanuel', 'macron', '', 'vidéo', 'analyse', 'clinique', '', 'odysee', '\n…', '']",health
51,"['', '', 'l’hôpital', 'ah', 'oui', 'ben', 'pourquoi', 'a', 'supprimé', '17300', 'lit', 'suspendu', '15000', 'soignants', 'voulait', 'amélio…', '', '', '', '', 'viens', 'parler', 'discrimination', '', 'os', 'peux', 'm’expliquer', 'qu…', '']",health
52,"['', '', 'aromatic', 'elexier', 'von', 'clinique\nchanel', 'nr5\nallure', 'von', 'chanel\none', 'von', 'calvin', 'klein', '\npure', 'von', 'jil', 'sander…', '']",health
53,"['', '', '', 'voilà', 'hôpitaux', 'font', 'zèle', 'comme', 'certains', 'médecins', 'autres', 'cest', 'lamentable', '', 'poutingface', '', 'poutingface', '']",health
54,"['', '12', 'jours', 'réflexion', 'pense', 'vais', 'aller', 'voter', 'contre', 'pen', 'parce', 'tout', 'sauf', 'pen', 'j…', '']",health
55,"['', '', 'estce', 'problème', 'final', 'n’est', 'système', 'santé', 'déconfinement', 'manque', 'd’…', '']",health
56,"['', '', '', 'ah', 'enfants', 'ba', 'âge', 'adultes', 'jeune', 'cest', 'aberration', 'les…', '']",health
57,"['', 'doi', 'être', 'fier', 'd’avoir', 'système', 'santé', 'médiocre', 'd’avoir', 'route', 'marde', '', 'd’être', 'plus', 'taxés', 'cana…', '']",health
58,"['', '', 'mieux', 'filer', 'encore', '1', '2', 'milliard', 'mckinsey', 'dira', 'refiler', '1', '2', 'million', 'hôpit…', '']",health
59,"['', 'putain', 'jhabiterais', 'a', 'coter', 'foutrais', 'bon', 'gros', 'teuf', 'gen', 'écoute', 'merde', 'quil', 'raconte\n\nl…', '']",health
60,"['', '79', 'purificateurs', 'quon', 'verra', 'peutêtre', 'imposer', 'car', 'faudra', 'répondre', 'norme', 'nf', 'tel', 'comme', 'si', 'cliniqu…', '']",health
61,"['', 'gt', 'allez', 'urgences', 'vétérinaires', '\ngt', 'lâcher', '90€', 'soin', 'ophtalmique', '\ngt', 'sortir', 'clinique', '\ngt', 'faire', 'chier', 'dess…', '']",health
62,"['', '', 'dernier', 'petit', 'effort', 'sauver', 'système', 'santé', 'meilleur', 'monde', '', '', 'sylvain', 'a', 'raison', 'système', 'santé', 'tellement', 'bon', 'qu’il', 'compte', 'différamement', 'autres']",health
63,"['', '', 'pendant', '5', 'an', 'a', 'diminuer', 'nombre', 'soignants', 'fermant', 'ainsi', 'lit', 'dhôpitaux', 'veut', 'faire', 'c…', '']",health
64,"['', '', 'taxe', 'plus', 'injuste', 'tva', 'puisqu’on', 'paie', 'façon', 'quel', 'revenu', 'après…', '']",health
65,"['', '', 'mise', 'scène', 'soignants', 'fake\npour', 'info', 'cest', 'clinique', 'tenue', 'membre', 'd…', '']",health
66,"['', 'système', 'santé', 'français', 'va', 'exploser', '', '', 'dr', 'bernard', 'kron', '', 'via', '', '\ntout', 'sauf', 'macron']",health
67,"['', '', '', 'pourtant', 'a', 'plein', 'témoignages', 'vont', 'sen', 'contraires', 'hôpitaux', 'fon…', '', '', 'pareil', 'soignants', 'hôpitaux', 'français', 'comprennent', 'passent', 'hôpitaux', '']",health
68,"['', 'corrigezmoi', 'si', 'trompe', 'nest', 'dr', 'boileau', 'a', 'décidé', 'denlever', '', 'facewithmedicalmask', 'class', 'q…', '']",health
69,"['', 'hôpitaux', 'yi', 'dagno', 'grève', 'pharmacie', 'yi', 'grève', 'gnoune', 'tamit', 'souba', 'ngogou', 'dagni', 'grève', 'kein', 'dou', 'ndogou', 'dagni', 'enchaîné', 'xaa…', '']",health
70,"['', '', 'ôté', 'macron', 'déconne', 'su', 'pendant', '5', 'an', 'aller', 'vote', 'pou', 'li', 'encore', 'fau', 'être', 'vraiment', 'couillons', 'gi…', '']",health
71,"['', 'joyeux', 'jour', 'terre\u2009', 't5', 'heure', 'avant', 'début', 'tanièredesdragonsdudmf\xa0', 'clinique', 'vire', 'vert', '', 'demeu…', '']",health
72,"['', '', 'rocket', '', 'innover', 'faut', 'accepter', 'prendre', 'risques', 'anticiper', 'répondre', 'défis', 'santé', 'actuels', 'fut…', '']",health
73,"['', '', 'veut', 'faire', '75', 'milliard', 'déconomies', 'tout', 'diminuant', 'impôts', 'cotisations', 'sociales', 'donc…', '']",health
74,"['', '', 'dit', 'celui', 'a', 'détruit', 'méprisé', 'hôpitauxpour', 'moquer', 'gen', 'point', 'cela', 'peut', 'être', 'pa…', '']",health
75,"['', '', 'covid', 'terminé', 'depuis', 'moment', 'déjà', 'maintenant', 'effets', 'secondaires', 'primai…', '']",health
76,"['', '', '', '', '', '', '', 'grandes', 'fortune', 'permet…', '']",health
77,"['', '', '', '', 'veux', 'parler', 'detrangers', 'ça', 'derange', 'pas\n103', 'etrangers', 'fr…', '']",health
78,"['', '', '', 'tout', 'fait', 'd’accord', 'problème', 'hopitaux', 'a', 'commencé', 'début', 'mandat', 'macron', 'avant', 'tout', 'parfait', '']",health
79,"['', 'recrutement', 'si', 'rencontrait', '', '\n', 'hospital', '', 'clinique', 'villa', 'montsouris', 'située', 'paris', '13ème', 'recrute', 'des…', '', '', 'loudspeaker', '', 'retrouvez', 'expertes', 'psychologues', 'psychanalystes', 'lors', 'prochain', 'colloque', '“histoires', 'récits', 'en…', '']",health
80,"['', 'système', 'santé', 'français', 'va', 'exploser', '', '', 'dr', 'bernard', 'kron', '', 'via', '']",health
81,"['', '', '', 'essaie', 'hôpitaux', 'sûr', 'bain', 'foule', 'aussi', 'joyeux']",health
82,"['', '4n\npour', 'complicité', 'crime', 'contre', 'lhumanité\n\nla', 'prison', 'assuré', 'ceux', '', '', '…', '']",health
83,"['', 'bien', 'daccord', 'dire', 'quil', 'va', 'falloir', 'réinvestir', 'massivement', 'hôpitaux', 'quon', 'doit', 'soign…', '']",health
84,"['', '', 'salle', 'dattente', 'mg', 'jai', 'téléphone', 'différents', 'service', 'dorthopédie', 'spécia…', '']",health
85,"['', 'tranquillement', 'salle', 'd’attente', 'clinique', 'quand', 'soudain', '', '«\xa0yo', 'ti', 'missié', 'bonjou', 'an', 'bizwen', 'on…', '']",health
86,"['', '', '', '', '', '', '', 'ny', 'a', 'besoin', 'refuser…', '']",health
87,"['', '', 'chef', 'clinique']",health
88,"['', '', 'marinelepen', 'estime', 'macron', 'naime', 'français', '', 'facewithtearsofjoy', '\nnon', 'sait', 'tous', 'quil', 'emmerde', 'manière…', '']",health
89,"['', '', 'a', 'surtout', 'admis', 'prétendue', 'vaccination', 'test', 'clinique', 'massif', 'milliard', 'personnes…', '']",health
90,"['', 'l’échec', 'système', 'santé', 'live', 'f', '']",health
91,"['', 'congé', 'maternité', 'cheffes', 'clinique', '', 'deux', 'poids', 'deux', 'mesures', 'suivant', 'date', 'larrêt', 'dénonce…', '', 'ehpad', 'déserts', 'médicaux', 'hôpitaux', 'soignants', '«', 'licenciés', '»', '', 'santé', 'sinvite', 'débat', 'télévisé', 'macronle', 'pen…', '']",health
92,"['', '', 'aime', 'voyons', 'comme', 'a', 'aimé', 'soignants', 'surtout', 'ceux', 'refusant', 'truc', 'pfizer', 'comme', 'a', 'aim…', '']",health
93,"['', 'forcément', '', 'force', 'mettre', 'vigiles', 'lentrée', 'hôpitaux', 'ny', 'va', 'plus', 'quand', 'cest', 'trop', 'tard…', '']",health
94,"['', 'l’hôpital', 'public', 'détresse', '', 'signez', 'manifeste', 'saintlouis', 'réforme', 'fond', 'système', 'hospitali…', '']",health
95,"['', 'pelé', 'sorti', 'lhôpital', '', '', 'redheart', '️\n\nson', 'médecin', 'a', 'annoncé', 'quil', 'état', 'clinique', 'stable', 'satisfaisant', '']",health
96,"['', 'preuve', 'pas', 'sanitaire', 'fait', 'vendre', 'vaccins', '', '\nma', 'fille', 'conjoint', 'vaccinés', '', 'syringe', '', 'syringe', '', 'syringe', '', 'fils…', '', '', '', '', 'pervers', 'narcissique', 'criminel', 'a', 'maintenu', 'pas', 'sanitaire', 'hôpi…', '']",health
97,"['', 'système', 'santé', 'français', 'va', 'exploser', '', '', 'dr', 'bernard', 'kron', '', 'via', '', 'divizionair', '', 'système', 'santé', 'foutu', '', '', 'via', '']",health
98,"['', 'mdddr', 'j', 'seul', 'blackette', 'a', 'clinique', 'ophtalmologique', 'comment', 'ça', 'doit', 'invoquer', 'marine', 'pen']",health
99,"['', '', 'aucun', 'test\nzero', 'injection', '\ncocovido', '0', 'compagnon', 'pareille', '\nmasque', 'lorsque', 'travaillais', 'cl…', '']",health
100,"['', 'a', 'tous', 'ceux', 'vont', 'voter', 'macron', 'savez', 'allez', 'être', 'complice', 'meurtre', 'parce', '6', 'million', 'no…', '']",health
101,"['', '', '', 'cette', 'photo', 'mme', 'pen', 'cherche', 'savoir', 'si', 'victime', 'dune', 'clinique', 'traitement…', '']",health
102,"['', '', 'pourtantdes', 'million', 'euro', 'st', 'distribues', 'hopitaux', 'medecins', 'chaque', 'année', 'labos', '', 'p…', '']",health
103,"['', 'sentez', 'venir', 'nouvel', 'essai', 'clinique', 'population', 'mondiale', '\nun', 'nouveau', 'vaccin', 'arn', 'messager', '“auto…', '']",health
104,"['', '', '', 'j’y', 'déjà', 'cru', 'passé', 'maintenant', 'n’y', 'crois', 'plu', 'québec', 'comme', 'un…', '']",health
105,"['', '', '', '', 'cliniques', 'privées', 'appartement', 'médecins', 'létat', 'tout', 'produits…', '']",health
106,"['', '', 'tiersmondise', 'hôpitaux', 'retirant', 'lit', 'donc', 'peuvent', 'qu’accueillir', 'moins', 'moins', 'd…', '']",health
107,"['', '', 'sans', 'compter', 'létat', 'général', 'pay', 'pollution', 'létat', 'léducation', 'national', 'système', 'sa…', '']",health
108,"['', 'ver', 'système', 'santé', 'français', 'va', 'exploser', '', '', 'dr', 'bernard', 'kron', 'youtube', '']",health
109,"['', '', 'système', 'santé', 'tellement', 'inadapté', 'doi', 'appeler', '30', 'cliniques', 'rendez', 'peu', 'ridicule', 'ça', 'non']",health
110,"['', '', '', '', 'non', 'but', 'saturer', 'hôpitaux']",health
111,"['', '🧡', 'proposition', '5', '', 'blueheart', '\n\nfinancer', 'recherche', 'quelle', 'avance', '\n\napporter', 'soutien', 'recherche', 'fondamentale…', '']",health
112,"['', '', 'cest', 'donc', 'aveu', 'grande', 'fourberie', 'essai', 'clinique', 'léchelle', 'mondiale']",health
113,"['', '', '', 'repondez', '', 'honteux', '', '', 'comprends', 'gen', 'fichent', 'pe…', '']",health
114,"['', 'font', 'hôpitaux', 'psychiatrique', '', '', 'thinkingface', '', 'thinkingface', '']",health
115,"['', 'remettez', 'choses', 'contexte', '\nnous', 'tous', 'conscience', 'métiers', 'santé', 'médecin', 'oh', 'sage', 'f…', '']",health
116,"['', '', '', 'donc', 'si', 'suit', 'raisonnement', 'garage', 'hôpitaux', 'etc', 'complétement', 'inutiles']",health
117,"['', '', 'a', 'savoir', 'quon', 'a', 'soucis', 'québec', 'quils', 'très', 'fortement', 'réglé', 'problème', 'faisant', 'atel…', '']",health
118,"['', '22\nlinstallation', 'hébergeait', 'clinique', 'générateur', 'délectricité', 'purificateurs', 'deau', 'grands…', '']",health
119,"['', '', '', '', '', 'jai', 'limité', '2', 'option', 'générosité', 'peux', 'ajouter\n\n3', 'nous…', '']",health
120,"['', 'allezy', 'soutenez', 'type', 'préparer', 'petits', 'brasbras', 'achetez', 'livres', 'poireauter', 'hôpitaux', 'po…', '']",health
121,"['', '', '', 'cest', 'bien', 'newyork', '\nici', 'a', 'muselés', 'exclus', 'club', 'sport', 'hôpitaux', 'qu…', '']",health
122,"['', 'chelsea', 'a', 'ballon', 'arsenal', 'a', 'clinique', 'phase', 'contre', 'attaque', 'pourtant', 'malgré', 'victoire…', '']",health
123,"['', 'puis', 'laïcité', 'concerne', 'institution', 'publique', 'sais', 'écoles', 'hôpitaux', 'mairies', 'l’elysée', 'carrément', '', 'catfacewithtearsofjoy', '']",health
124,"['', 'j’étais', 'full', 'tryhard', 'cc', 'biochimie', 'clinique', 'là', 'vois', 'mec', 'devant', 'rush', 'comptw', 'har…', '']",health
125,"['', '', 'moins', 'prostitution\n', 'moins', 'malnutrition', '', 'moins', 'problemes', 'santé', '', 'moins', 'gen', 'hopitaux\n', 'm…', '']",health
126,"['', '', '', 'avoir', 'microbiote', 'intestinal', 'sain', 'cest', 'évidemment', 'important', 'certain', 'nombre', 'de…', '']",health
127,"['', '', '', 'clinique', 'médecins', 'privés', '', 'donc', 'problèmes', '']",health
128,"['', 'vaccinés', '', 'rappel', 'taux', 'covid', 'plus', 'élevés', 'ontario', 'usa', 'pilotent', 'le…', '']",health
129,"['', 'rapport', 'problèmes', 'neurologiques', 'augmentation', 'présentation', 'clinique', 'maladie', 'coronavi…', '']",health
130,"['', 'hautcommissaire', 'nation', 'unies', 'droits', 'lhomme', 'a', 'déclaré', 'russie', 'bombardé', 'sans', 'discernement', 'des…', '']",health
131,"['', '', 'non', 'a', 'sûrement', 'applaudit', 'personnel', 'soignant', 'tout', 'soirs', '20h', 'toute', 'modestie']",health
132,"['', '', '', 'succpetible', 'compréhensifs', 'vers', 'personnel', 'soignant', 'enfan…', '', '', '', 'information', 'vaccinée', 'possède', 'aussi', 'trois', 'dos', 'cependant', 'pa…', '']",health
133,"['', '', '', 'communication', 'n’a', 'jamais', 'point', 'fort', 'hôpitaux', 'public', 'un…', '']",health
134,"['', 'système', 'santé', 'français', 'va', 'exploser', '', '', 'dr', 'bernard', 'kron', '', '', 'mckinsey', 'a', 'utilisé', 'méthode', 'oxycotin', 'campagne', 'terreur', 'agressive', 'mensongère', 'faire', 'croire', 'malades', 'e…', '', 'hôpitaux', 'paris', 'a', 'fait', 'appel', 'startup', 'chargée', 'daccélérer', 'sortie', 'malades', 'lhôpital', 'afin', 'faire…', '']",health
135,"['', '', '', '', '', 'nombre', 'ca', 'quon', 'a', 'moment', 'sans', '90', 'taux', 'vaccin…', '']",health
136,"['', '', 'exactement', 'ça', '', 'a', 'limpression', 'dune', 'transgression', 'très', 'clinique', 'glacée', 'décidée', 'papier', 'comm…', '']",health
137,"['', 'quasi', '20', 'an', 'de\n1crimes', 'contre', 'lhumanité\n2crimes', 'guerre\n3viols', 'masse\n4assassinats', 'emprisonneme…', '']",health
138,"['', '', '', 'sûr', 'cœur', 'hôpitaux', 'garde', 'week', 'end', '']",health
139,"['', '', '', 'ha', 'bruno', 'bruno', '\nau', 'quebec', 'dôme\nle', 'virus', 'mechant', 'hypocrite', 'quebec', 'ne…', '']",health
140,"['', '', '', '', 'larrogance', 'cest', 'dictature', 'rejet', 'parlement', '', 'etat', 'durgence', 'gouverner', 'se…', '']",health
141,"['', '', '', 'prends', 'responsabilités', 'restes', 'travailles', 'sérieusement', 'passion', 'so…', '']",health
142,"['', '', 'pourquoi', 'monte', 'moins', 'queux', 'lhopital', '', 'bah', 'peutêtre', 'parce', 'quils', 'beaucoup', 'dincidence…', '']",health
143,"['', '', '', 'depuis', 'dossier', 'médical', 'global', 'plus', 'jamais', 'posé', 'question', 'rembourse…', '']",health
144,"['', '', 'pénurie', 'médicament', 'continuité', 'destruction', 'système', 'santé', 'g…', '']",health
145,"['', '', '', '', '', 'curiosité', 'jai', 'essayé', 'prendre', 'rendezvous', 'hier', 'cl…', '']",health
146,"['', '', '', 'a', 'supprimé', 'milliers', 'lit', 'd’hôpitaux', 'plein', 'covid', '\n', 'a', 'suspendu', 'sans', 'salaire', 'milliers', 'soignants', '']",health
147,"['', 'boomer', 'anciens', 'sage', '', 'consulpazen\nles', 'boomer', 'êtesvous', 'fiers', '\nfiers', 'privatisation', 'liberté', 'injust…', '']",health
148,"['', 'demain', 'covid19', 'clinique', 'vaccination\n23', 'amp', '30', 'avril', '', 'biblio', '', '', '571', 'barton', 'e\nde', '12h00', '15h00\n\n1è…', '']",health
149,"['', '', '', 'rien', 'voir', 'regarde', 'chiffres', 'soins', 'migrant', 'représente', 'tout', 'ma…', '']",health
150,"['', '', '', 'nentre', 'non', 'plus', 'hôpitaux', '', '', '', '', 'vient', 'maison', 'nentre', 'écoles', '', 'ni', '', 'h…', '']",health
