,tweet,label
15," @BFMTV [#SudRadio]@andrebercoff

🗣️@drkronbernard : ""Le système de santé français va exploser ! Je me demande s'il… https://t.co/9wIwVjvMFU @UPR_Asselineau [#SudRadio]@andrebercoff

🗣️@drkronbernard : ""Le système de santé français va exploser ! Je me dema… https://t.co/SasTm3g6GA @DidierMaisto [#SudRadio]@andrebercoff

🗣️@drkronbernard : ""Le système de santé français va exploser ! Je me demand… https://t.co/ZXbCYY6zht @france_soir @alainhoupert @ivanrioufol [#SudRadio]@andrebercoff

🗣️@drkronbernard : ""Le système de santé français… https://t.co/w7qyNdmUKV @Nad_inLA [#SudRadio]@andrebercoff

🗣️@drkronbernard : ""Le système de santé français va exploser ! Je me demande s'… https://t.co/uE2dm8on6z @ChJacob77 [#SudRadio]@andrebercoff

🗣️@drkronbernard : ""Le système de santé français va exploser ! Je me demande s… https://t.co/ExFX5cclY2 @patrick_edery [#SudRadio]@andrebercoff

🗣️@drkronbernard : ""Le système de santé français va exploser ! Je me deman… https://t.co/INGOwKPaBx @collectifantig1 @YvesPDB @Pierre_GTIL [#SudRadio]@andrebercoff

🗣️@drkronbernard : ""Le système de santé français v… https://t.co/AD7zIsB4Nx @YvesPDB @Pierre_GTIL [#SudRadio]@andrebercoff

🗣️@drkronbernard : ""Le système de santé français va exploser ! Je m… https://t.co/7QJvhPAqCg @Pierre_GTIL [#SudRadio]@andrebercoff

🗣️@drkronbernard : ""Le système de santé français va exploser ! Je me demande… https://t.co/xV31JPZCXt @GillesLeclerc @marinelepen @EmmanuelMacron [#SudRadio]@andrebercoff

🗣️@drkronbernard : ""Le système de santé franç… https://t.co/Dg34hGqvaE @MaxMiloEditions [#SudRadio]@andrebercoff

🗣️@drkronbernard : ""Le système de santé français va exploser ! Je me dem… https://t.co/JdR66Kn7J0 La folle idée d'imposer une 4é année d'internat de MG pour repeupler les déserts comme le conventionnement sélectif… https://t.co/hHTP8Kn5hK @leQdM @nileSante @drkronbernard chez @DIVIZIO1 Le système de santé est-il foutu ! https://t.co/lnH66qFgAG via… https://t.co/IvKI1zLRl0 @leQdM @MLP_officiel @EmmanuelMacron @gpsante @drkronbernard chez  @DIVIZIO1 Le système de santé est-il foutu !… https://t.co/paKGt27BB7 @leQdM @drkronbernard chez @DIVIZIO1 Le système de santé est-il foutu ! https://t.co/lnH66qFgAG via 
@YouTube… https://t.co/3xmUTsa7GR @AQuatennens @Le_Figaro @JLMelenchon @FranceInsoumise @melenchon_2022 Vous vous trompez de combat pour la santé: il… https://t.co/WerUbxkuEj DIVIZIONAIR : Le système de santé est foutu !
79 107 vues après sa sortie le 18 avr. 2022 On a reparlé de la crise… https://t.co/oZLbXtE5V9 @andrebercoff @SudRadio Pas un mot pour sauver la santé: les déficits Sécu 130 Mds € +30 Interventions chirurgicale… https://t.co/xnC2jBzUnO @andrebercoff @SudRadio La #Covid a mis au grand jour la ruine de notre système de santé. De numéro dans les années… https://t.co/oKrUkSqxMQ",health
16, Nos écoles et nos hôpitaux peinent à trouver du personnel pcq la COVID s'est répandue comme une traînée de poudre.… https://t.co/cvuWtEl3u0,health
17, Une idée à réinvestir pour améliorer la qualité gustative (et pas que nutritive) des repas servis dans nos hôpitaux… https://t.co/vUMD2zEqN5,health
18, @Thraxas2000 @Thibaut38100 @Cmimicouet @Paddy_le_Rouge @EvePir13 @Fabien_Roussel Anti sciences? Ton vaccin covid es… https://t.co/o73d222mkG,health
19, @MLP_officiel Je  vais voter @MLP_officiel elle peu pas être pire que @EmmanuelMacron Qui nous traite comme des mer… https://t.co/QYkwlpZxk8,health
20," Voici quelques Hôpitaux  de lubumbashi. 

Centre médical  de la communauté
Centre médical Diamant 
hôpital Jason Se… https://t.co/XDUN6IADkg",health
21," @LulaOnStage @LValait Je préférerais très largement ne pas mettre mes enfants à l'école obligatoire, je te conseill… https://t.co/IXncg0Jtn4",health
22, @DocArnica @SansTrema Sinon clinique de la porte verte à Versailles mais délais super longs,health
23, @raycarr4 @Joanne_Marcotte @RealDooMDumas @mauraislive @E_Duhaime ...on a toujours le crisse de port du masque obli… https://t.co/0L9OOoaPDq,health
24, 🏥Le collège de la Haute Autorité de la Santé (#HAS) a publié une lettre ouverte à tous ceux qui œuvrent pour la qua… https://t.co/xPwC6DQ13I,health
25, @CarolineMangez @ParisMatch @cih_st Vous avez raison mais qui a commencé à vider les hôpitaux..revenions aux origin… https://t.co/I5BB8bbZ3S,health
26," @BFMTV Elle ne fera même pas 40%...

On aura évite le fascisme!

Et on pourra retrouver notre chère délinquance, no… https://t.co/KJfbABUDb3",health
27, @AMargottet @Matenolol On est d'accord. Ça aurait pas été insensé de l'imposer dans la loi comme pour les hôpitaux.,health
28," @10lash Je n’ai pas cette information.
Mais contrairement à #Macron qui persiste à dire que tt va pour le mieux  ds… https://t.co/UiaG5gp5Mi",health
29," @nicolassimiot Effectivement, je me fous de ma retraite ! Mais j'ai vu mon père se crever au boulot à 3h du matin 6… https://t.co/HsmmziTIVy",health
30," @Francosuliman @amel_arcan Oui je comprends,mais ya pas que  les soignants .que la vie a été pourrie ,mais avait-il… https://t.co/kP7ail8CDU",health
31," ""Le système de santé français va exploser !"" - Dr Bernard Kron https://t.co/yEZYIHaUpx via @YouTube",health
32, @DMkouka @WalineG @ColetteTess Perso ma mère a pu en profiter 2300€ reste à charge 0€ c est le 100%santé l arnaque… https://t.co/g73MX7InPF,health
33, @AMarreOnEn @imajin66465530 Je le connais depuis des années. Sa femme le déteste et il a une maîtresse. Il a été ho… https://t.co/uO177rGPDX,health
34," @sunriseNFM @b_pifo @p_duval @MissAnth14 Encore un mec sans cerveau. Le vaccin est efficace a 90% on est 70M,fait l… https://t.co/2z47Ea18ap @petercrag7 @AnderT93 @marjoelfiefairy @SexterHS @JeudyBruno Pour la Suede,la gestion du covid a été un désastre,il… https://t.co/JMFnWc8qoh",health
35, @le_Parisien ca tombe bien 15000 soignants sont duspendus; mais qui a decidé ca ? En pleine pandemie ou les hopitau… https://t.co/CQkxEYSpzQ,health
36, @Alex77zz @ElsaFaucillon @EmmanuelMacron @MLP_officiel Il doit y avoir un quiproquo. Je suis tous a fait d'accord a… https://t.co/AD5FuXvUNV,health
37, @DocArnica @SansTrema Bien le bonjour https://t.co/Wfy8pty77k,health
38," #CNews
Des services publics au plus près des 🇨🇵 ?
On le voit avec la fermeture de classes, d'écoles, de lits et d'h… https://t.co/qEn0jdAoA9",health
39, @hotstuffzf @Baron__FCB Lautaro c’est pas du tout le même profil pour le coup. Plus à l’aise dans les petits espace… https://t.co/94Dmw89cyZ,health
40, @J_Bardella face à mr Macron vous auriez mieux défendu vos idées. Il a manqué à Mme LePen cette énergie à dénoncer… https://t.co/AMKnfhXggB,health
41," @RomainMigus J'oubliais le bombardement des écoles et hôpitaux. Dans le genre crime contre l'humanité, si ça n'en n… https://t.co/DYX9vGdU8h",health
42," @BFMTV La pourriture qui à fermé petits hôpitaux, maternité , services, suppressions de lits .Tu n'es pas crédible saloperie",health
43," @mirkohumbert @LValait Oui, mais bon, on est content d'avoir des écoles pour nos gosses, des hôpitaux, des routes,… https://t.co/OsctLuUlJd",health
44," Fière de ne pas m'être fait #vacciner , ce pseudo #vaccin inneficace et dangereux est l'oeuvre de #McKingseyGate .… https://t.co/K5pZJjK2T4",health
45," @fasangar je ne projette rien. Je constate. Ces 5 ans c:
- pauvreté/inégalité+++
- +15% d'extrême-droite
- communs… https://t.co/juDEZE2Cxo",health
46," En Suisse plus de 1400 personnes sont en attente d’un don d’organe. Certaines mourront avant de le recevoir. Le… https://t.co/rY3J9ZArkN Comment repenser les soins pour réduire leur impact environnemental ? C’est une approche nouvelle que l’on appelle… https://t.co/alPV1tiU9y Interview de Muriel Delacquis, infirmière à l’EMS des Mouilles, chargée de cours à la Haute école de santé de Genèv… https://t.co/enJqLl8d0L La maladie, la mort, les soins, l’implication du patient dans son traitement. Autant d’enjeux éthiques essentiels q… https://t.co/spxgr859Tz Dans la population, 5 à 10 % des personnes sont la proie de troubles anxieux. Les HUG disposent d’un programme de s… https://t.co/D3I9bTnicj Un trouble cognitif léger est une altération des capacités telles que la mémoire, le sens de l’organisation, l’atte… https://t.co/nzEt3eUR1K Le 15 mai prochain, la population Suisse votera sur la loi sur la #transplantation. Caroline Freitas est coordinatr… https://t.co/NsVyR9ze7p",health
47, @Dark_Emi_ Ils appellent à voter contre Le Pen car ils protègent un système qui leur assure leur avantage de planqu… https://t.co/Xwq6SYYRT1,health
48," @BFMTV Un plan de privatisation de la santé !
Il veut continuer à tuer notre système de santé !
Bientôt si tu as pa… https://t.co/rXZFekRmOU",health
49," @BFMTV Vous avez fermé des hôpitaux, des classes, des bureaux de poste, etc … et maintenant vous voulez faire chemin inverse !",health
50," Qui est vraiment Emmanuel Macron ? (vidéo analyse clinique) https://t.co/zGlbXELz4b #Odysee 
@EmmanuelMacron… https://t.co/Alrw2xs94h",health
51, @BFMTV Pour l’hôpital ah oui! Ben pourquoi il a supprimé 17300 lits et suspendu 15000 soignants s il voulait amélio… https://t.co/Pjkkdv2QtZ @MelodieDumas12 @stephan56796939 @TG67210 Et tu viens parler de discrimination ? Tu oses? Peux tu m’expliquer ce qu… https://t.co/2ungSHK6EZ,health
52," @Kathi790214 Aromatic Elexier von Clinique
Chanel Nr.5
Allure von Chanel
One von Calvin Klein 
Pure von Jil Sander… https://t.co/OxzuqfIihF",health
53," @Akira9744 @DocAmine_ Voilà, des hôpitaux qui font du zèle comme certains médecins et autres c'est lamentable 😡😡",health
54," Après 12 jours de réflexion, je pense que je vais aller voter, et contre Le Pen. Parce que tout sauf Le Pen. Mais j… https://t.co/ocDma3X8Cv",health
55, @VeilletteAndre Est-ce que le problème au final n’est pas le système de santé et pas le déconfinement? Le manque d’… https://t.co/1hMQ1KsZaO,health
56, @CristalLand1980 @VictorSinclair3 Ah mais les enfants en bas âge et même adultes jeune c'est une aberration de les… https://t.co/LVcyMqS5FT,health
57, Je dois être fier d’avoir un système de santé médiocre? D’avoir des routes de marde ? D’être les plus taxés au Cana… https://t.co/xCjq3SIbkY,health
58, @BFMTV Le mieux est de filer encore 1 ou 2 milliards à #McKinsey qui dira de refiler 1 ou 2 millions pour les hôpit… https://t.co/W5DP7EVtFf,health
59," Putain j'habiterais a coter je foutrais un bon gros son de teuf que les gens écoute pas la merde qu'il raconte..

L… https://t.co/nGQjibYlNh",health
60," 7/9 purificateurs qu'on se verra peut-être imposer car il faudra répondre à la norme NF un tel, comme si ma cliniqu… https://t.co/qHyOmzpSnn",health
61," &gt; Allez aux urgences vétérinaires 
&gt; Lâcher 90€ de soin ophtalmique 
&gt; Sortir de la clinique 
&gt; Se faire chier dess… https://t.co/GKYR0wqNuH",health
62," @prof_sylvain Un dernier petit effort pour sauver le système de santé, le meilleur au monde. @prof_sylvain @PrimeauMaxime79 Mais Sylvain a raison, notre système de santé est tellement bon qu’il compte différamement des autres.",health
63, @BFMTV Pendant 5 ans il a diminuer le nombre de soignants fermant ainsi des lits d'hôpitaux et il veut nous faire c… https://t.co/B37Gu1FCWu,health
64, @Gwen696565584 La taxe la plus injuste c la TVA puisqu’on la paie de la même façon quel que soit son revenu. Après… https://t.co/XxWKFDISPg,health
65," @MLP_officiel La mise en scène avec les soignants, que du fake.
Pour info, c'est une clinique tenue par un membre d… https://t.co/MMw3FINgzC",health
66," ""Le système de santé français va exploser !"" - Dr Bernard Kron https://t.co/MleFceUoH6 via @YouTube 
Tout sauf Macron",health
67, @barbara1810 @DocAmine_ Pourtant il y a plein de témoignages qui vont dans le sens contraires. Des hôpitaux qui fon… https://t.co/kivakRiabq @lesaintvaccin Pareil pour les soignants dans les hôpitaux Pour les français qui ne comprennent pas ce qui se passent dans les hôpitaux https://t.co/Fvd562S6ad,health
68," Corrigez-moi si je me trompe, mais ce n'est pas ce même Dr Boileau qui a décidé d'enlever le 😷dans les classes et q… https://t.co/143M0If6qy",health
69, Hôpitaux yi dagno grève Pharmacie yi grève gnoune tamit souba Ngogou dagni grève kein dou ndogou dagni enchaîné xaa… https://t.co/Ac5IEJ1W6d,health
70, @reunionla1ere Ôté Macron la déconne su nous pendant 5 ans aller vote pou li encore fau être vraiment couillons. Gi… https://t.co/LFVp57lj07,health
71, Joyeux Jour de la Terre ! T-5 heure avant le début de la #TanièreDesDragonsDuDMF : La clinique vire au vert ! Demeu… https://t.co/07TbmPrtGx,health
72, 🚀 Pour innover il faut accepter de prendre des risques et anticiper pour répondre aux défis de santé actuels et fut… https://t.co/wLJcqFo9PS,health
73," @Laurstol Il veut faire 75 milliards d'économies, tout en diminuant les impôts et les cotisations sociales... Donc… https://t.co/X0ijK6G1MZ",health
74," @BFMTV dit celui qui a détruit, méprisé nos hôpitaux...Pour se moquer des gens à ce point, cela ne peut être que pa… https://t.co/yL1FPCWwcO",health
75," @YannickCHARLE14 Le Covid est terminé. Depuis un moment déjà. Maintenant, ce sont les effets secondaires (ou primai… https://t.co/ObG0fpnDKu",health
76, @mica_motion @vclandre @MoeMoe01858632 @DenisPARIS12 @Mia48041979 @christine_kelly Mais ces grandes fortunes permet… https://t.co/KZZIlznwzm,health
77," @VigilantCitoyen @Michel_1_Michel @evoxao Tu veux parler d'etrangers, ça ne me derange pas?
10.3% d etrangers en Fr… https://t.co/LUbJ2Pyd5B",health
78, @EstelleMidi @RMCInfo Tout à fait d’accord le problème des hopitaux a commencé au début du mandat Macron avant tout était parfait !,health
79," [#Recrutement] Et si on se rencontrait ? 
🏥 La clinique Villa Montsouris, située à Paris 13ème, recrute des… https://t.co/i6iuMZWtwj 📢 Retrouvez nos expert(e)s #psychologues et #psychanalystes lors du prochain colloque “Histoires et récits en… https://t.co/E29NAzFAtS",health
80," ""Le système de santé français va exploser !"" - Dr Bernard Kron https://t.co/C3mzblZW6G via @YouTube",health
81, @Paul_Barcelonne @RMCInfo Essaie les hôpitaux pas sûr que le bain de foule sera aussi joyeux,health
82," 4/n
pour complicité de crime contre l'humanité""

La prison assuré pour ceux @CSNU_SWISS @ParlCH @tf_CH_fr… https://t.co/rbSJvi36oB",health
83, Je suis bien d'accord pour dire qu'il va falloir réinvestir massivement dans nos hôpitaux et qu'on se doit de soign… https://t.co/pC40T4lcHj,health
84, @GGavignet Je suis dans la salle d'attente de mon MG. J'ai téléphone à différents services d'orthopédie avec spécia… https://t.co/bIeoD1a42x,health
85, Je suis tranquillement dans la salle d’attente de la clinique quand soudain : « YO TI MISSIÉ LA BONJOU AN BIZWEN ON… https://t.co/NO7AHjfMgu,health
86," @leopold_py @vclandre @MoeMoe01858632 @DenisPARIS12 @Mia48041979 @christine_kelly Il n'y a pas besoin de ""refuser""… https://t.co/K0A0rnTj1K",health
87, @DocArnica une chef de clinique...,health
88," @CNEWS #MarineLePen ""estime que #Macron n'aime pas les Français"" !!😂
Non on sait TOUS qu'il nous emmerde de manière… https://t.co/gJCbZKGEbp",health
89, @BFMTV Il a surtout admis que la prétendue vaccination était un test clinique massif sur des milliards de personnes… https://t.co/BJqXbKI0ai,health
90, L’échec de notre système de santé en live! (F) https://t.co/WmF9cBkZiH,health
91," Congé maternité des cheffes de clinique : deux poids, deux mesures suivant la date de l'arrêt, dénonce… https://t.co/gUTSzdDDld Ehpad, déserts médicaux, hôpitaux, soignants « licenciés » : la santé s'invite dans le débat télévisé Macron-Le Pen… https://t.co/FIJvol7wxY",health
92, @mirouet Mais il vous aime voyons comme il a aimé les soignants surtout ceux refusant le truc Pfizer comme il a aim… https://t.co/GEAUAFpQt6,health
93, Forcément ! À force de mettre des vigiles à l'entrée des hôpitaux........ on n'y va plus ou quand c'est trop tard… https://t.co/9BUNmzGPZY,health
94, L’hôpital public est en détresse ! Signez le Manifeste de Saint-Louis pour une réforme de fond du système hospitali… https://t.co/BYsXeJdDDA,health
95," Pelé est sorti de l'hôpital ! ❤️

Son médecin a annoncé qu'il était ""dans un état clinique stable et satisfaisant"". https://t.co/uujVd2eAnc",health
96," LA PREUVE QUE LE PASS SANITAIRE EST FAIT POUR VENDRE DES VACCINS  
Ma fille et son conjoint, vaccinés 💉💉💉, mon fils… https://t.co/UFdwtMBWhT @HeRmYa_1 @FontRen1 @EmmanuelMacron Mais ce pervers narcissique criminel a maintenu le pass sanitaire pour les hôpi… https://t.co/pRM9ppPXCH",health
97," ""Le système de santé français va exploser !"" - Dr Bernard Kron https://t.co/MLLnNIAFNk via @YouTube DIVIZIONAIR : Le système de santé est foutu ! https://t.co/TnxWd5wm2E via @YouTube",health
98," Mdddr js la seul blackette a la clinique ophtalmologique, comment ça doit invoquer Marine le pen",health
99," @THEVENONPierri1 Aucun test
Zero injections 
Cocovido 0 mon compagnon pareille 
Masque lorsque je travaillais en cl… https://t.co/hTRqdluOB3",health
100, A tous ceux qui vont voter Macron savez vous que vous allez être complice de meurtre parce que les 6 millions de no… https://t.co/6RE7nt5Wo8,health
101," @avecvous @PGKroeger Sur cette photo, Mme Le Pen cherche à savoir si elle est victime d'une clinique de traitement… https://t.co/thTYuTUjxr",health
102, @gkierzek Et pourtant!!des millions d euros st distribues aux hopitaux et medecins chaque année par les labos  en p… https://t.co/hyfpzDkWef,health
103," Vous le sentez venir le nouvel essai clinique sur la population mondiale ?
""Un nouveau vaccin à ARN messager “auto-… https://t.co/tHOgJyFx8k",health
104," @petrus2203 @partiquebecois J’y ai déjà cru dans le passé, mais maintenant je n’y crois plu. Le Québec est comme un… https://t.co/ZjcRL6HAGL",health
105, @NigerStopCorrup @OwnIsHope @MSP_Niger Les cliniques privées appartement à des médecins de l'état tout les produits… https://t.co/0ad6ZEA5hK,health
106, @booska_p Il tiers-mondise les hôpitaux en retirant des lits (donc ils ne peuvent qu’accueillir de moins en moins d… https://t.co/ZA42fUTUbl,health
107," @NicolasMeilhan Sans compter l'état général du pays, la pollution, l'état de l'éducation National, le système de sa… https://t.co/UHSyAewNbH",health
108," Ver """"Le système de santé français va exploser !"" - Dr Bernard Kron"" en YouTube https://t.co/EygNWu4IK0",health
109, @francoislegault un système de santé tellement inadapté que je dois appeler 30 cliniques pour un rendez vous? Un peu ridicule ça non?,health
110, @ChristopheSage @JPinaille @JulienPain Non le but est de ne pas saturer les hôpitaux,health
111," 🧡 Proposition 5 💙

#Financer la #recherche pour qu'elle #avance 

Apporter un soutien à la recherche #fondamentale… https://t.co/eyk8C9XUno",health
112, @idrissaberkane C'est donc un aveu de leur grande fourberie. Un essai clinique à l'échelle mondiale.,health
113, @Voelo11 @THEVENONPierri1 Ne leur repondez pas .. HONTEUX .  Je ne comprends même pas que les gens se fichent du pe… https://t.co/J9QvoJIODd,health
114, Mais que font les Hôpitaux psychiatrique ?? 🤔🤔,health
115," Remettez les choses dans leur contexte .
Nous avons tous conscience que les métiers de la santé( médecin oh sages f… https://t.co/Xxcg1x6m8i",health
116," @hsroce @vgndrn Donc si on suit ton raisonnement, les garages, les hôpitaux etc. sont complétement inutiles.",health
117, @__BBFF_ A savoir qu'on a eu le soucis au Québec et qu'ils ont très fortement réglé le problème en faisant des atel… https://t.co/F7Qc0KgfLe,health
118," (2/2)
L'installation hébergeait même une clinique, un générateur d'électricité, des purificateurs d'eau, de grands… https://t.co/TLqFTchbg3",health
119," @MickFluet @PKessel87 @Sganarelle1660 @haldol J'ai limité à 2 options par générosité. Je peux en ajouter:

3. Nous… https://t.co/k82OWrizUx",health
120, Allez-y soutenez ce type et préparer vos petits brasbras et achetez des livres pour poireauter dans les hôpitaux po… https://t.co/tLGxCTzs6F,health
121," @cavousf5 @cgainsbourg C'est bien, New-York ?
Ici, on a été muselés, exclus de nos clubs de sport, des hôpitaux qu'… https://t.co/am3TYRaLfM",health
122," Chelsea a eu le ballon mais Arsenal a été clinique sur les phases de contre attaque. Pourtant, malgré la victoire,… https://t.co/M9Qz5ZXjLu",health
123," puis la laïcité ne concerne que les institutions publique, tu sais, les écoles, les hôpitaux, les mairies, l’Elysée carrément 😹",health
124, J’étais en full tryhard sur mon cc de biochimie clinique et là je vois que le mec devant moi est en rush comptw har… https://t.co/gYLCyt269r,health
125," - moins de prostitution
- moins de malnutrition = moins de problemes de santé = moins de gens dans les hopitaux
- m… https://t.co/onDd3p5uFe",health
126," @Yanio07448557 @ActusPays Avoir un microbiote intestinal sain, c'est évidemment important pour un certain nombre de… https://t.co/eUDonycyMK",health
127," @ParisMatch Pour eux : clinique et médecins privés , donc pas de problèmes !!!!",health
128, Les vaccinés + rappel ont les taux de covid les plus élevés en #Ontario (USA). Ce sont eux qui pilotent le… https://t.co/mZK6l5Zg8H,health
129, Les rapports de problèmes neurologiques sont en augmentation pour la présentation clinique de la maladie à coronavi… https://t.co/NWZDcxH03L,health
130," Haut-Commissaire Nations Unies aux droits de l'homme, a déclaré que la Russie avait bombardé sans discernement des… https://t.co/FG4ga3Knev",health
131," @Nirinine Non mais il a sûrement applaudit le personnel soignant tout les soirs à 20h, en toute modestie...",health
132," @thmbms @VictorSinclair3 Nous ne sommes pas succpetible mais compréhensifs en vers le personnel soignant, les enfan… https://t.co/a36U2plojX @thmbms @VictorSinclair3 Pour ton information je suis vaccinée et je possède aussi mes trois doses. Cependant je pa… https://t.co/tWHXuERRl0",health
133, @geovane_charles @DiorfallGueye2 La communication n’a jamais été un point fort dans nos hôpitaux publics. Est ce un… https://t.co/DmNYYkbgSK,health
134," ""Le système de santé français va exploser !"" - Dr Bernard Kron https://t.co/fzKHVzE1qE https://t.co/jQE8xqZ6xI McKinsey a utilisé la méthode oxycotin: campagne de terreur agressive et mensongère pour faire croire que malades e… https://t.co/NX7RlvUsWO Hôpitaux de Paris a fait appel à une start-up chargée d'accélérer la sortie des malades de l'hôpital afin de faire… https://t.co/OAorbaRdWr",health
135," @sirerod @provaxscience @PSvapna @BenoitHebert Au nombre de cas qu'on a en ce moment, sans le 90% de taux de vaccin… https://t.co/N7e8UcGCox",health
136," @YannickRol Exactement ça ! On a l'impression d'une transgression très clinique, glacée, décidée sur le papier comm… https://t.co/9bOZntAnui",health
137," Après quasi 20 ans de:
1.Crimes contre l'humanité
2.Crimes de guerre
3.Viols de masse
4.Assassinats et emprisonneme… https://t.co/YXYh07CJs8",health
138," @xtanza @Z_Nuneyick C sûr que tu es au cœur des hôpitaux toi ,tu es de garde ce week end ?",health
139," @BrunoParent7 @AlainPaquetteRN Ha Bruno Bruno !
Au Quebec dans le dôme!
Le virus mechant et hypocrite du Quebec ne… https://t.co/GKMYqkbfje",health
140," @hou_sora @david_unal @BFMTV L'#arrogance c'est la dictature :rejet du parlement , Etat d'urgence pour gouverner se… https://t.co/sgImyJbtcv",health
141, @babissylla @DiorfallGueye2 Tu prends tes responsabilités soit tu restes tu travailles sérieusement avec passion so… https://t.co/lV0yRJwnrO,health
142, @nicolasberrod Pourquoi on monte moins qu'eux à l'hopital ? Bah peut-être parce qu'ils ont eu beaucoup d'incidence… https://t.co/BXHlk7NyYr,health
143," @GeekTerrier @Sylvia27M02 Depuis le dossier médical global, je ne me suis plus jamais posé la question du rembourse… https://t.co/GHYfQW3hGB",health
144, @Nice_Matin La pénurie de ce médicament est dans la continuité de la destruction de notre système de santé que le g… https://t.co/JhyJDqwGAa,health
145," @Balloonian @CovidEcoles @LucieBelanger2 @cdube_sante Par curiosité, j'ai essayé de prendre rendez-vous hier sur Cl… https://t.co/uKJ6hxvW4n",health
146," @NaphtalineLeBon - Qui a supprimé des milliers de lits d’hôpitaux en plein covid ?
- Qui a suspendu sans salaire des milliers de soignants ?",health
147," Boomers ou Anciens Sages ? (#ConsulPazen)
Les Boomers, êtes-vous fiers ?
Fiers des privatisations de liberté injust… https://t.co/pmLdLtV7EF",health
